TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
Lokomotiv Moscow18;Rashid Rakhimov Lokomotiv Moscow;Rashid;Rakhimov;Russia;0;0;Lokomotiv Moscow;;;18;3;1965;33;0;0;2;0;0;0;0;2;1;1;148;0;148;0;10;11;8;20;15;9;9;12;12;10;14;16;16;0;12;9;10;7;5;13;0;12;14;0;0;2;0;0;0;0;2;0;0
Lokomotiv Moscow19;Aleksandr Smirnov Lokomotiv Moscow;Aleksandr;Smirnov;Russia;0;0;Lokomotiv Moscow;;;19;5;1968;;0;0;0;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2
Lokomotiv Moscow2;Aleksei Arifullin Lokomotiv Moscow;Aleksei;Arifullin;Russia;0;0;Lokomotiv Moscow;;;13;10;1970;;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2
Lokomotiv Moscow20;Andrei Solomatin Lokomotiv Moscow;Andrei;Solomatin;Russia;0;0;Lokomotiv Moscow;;;9;9;1975;;0;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;0
Lokomotiv Moscow3;Hasanbi Bidgiev Lokomotiv Moscow;Hasanbi;Bidgiev;Russia;0;0;Lokomotiv Moscow;;;19;5;1966;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lokomotiv Moscow4;Igor Chugainov Lokomotiv Moscow;Igor;Chugainov;Russia;0;0;Lokomotiv Moscow;;;6;4;1970;;0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Lokomotiv Moscow5;Zaza Djanashija Lokomotiv Moscow;Zaza;Djanashija;Russia;0;0;Lokomotiv Moscow;;;10;2;1976;;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
Lokomotiv Moscow6;Juri Drozdov Lokomotiv Moscow;Juri;Drozdov;Russia;0;0;Lokomotiv Moscow;;;16;1;1972;;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Lokomotiv Moscow7;Oleg Garas Lokomotiv Moscow;Oleg;Garas;Russia;0;0;Lokomotiv Moscow;;;5;12;1976;;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lokomotiv Moscow8;Oleg Garin Lokomotiv Moscow;Oleg;Garin;Russia;0;0;Lokomotiv Moscow;;;22;9;1966;;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lokomotiv Moscow9;Evgeni Harlachev Lokomotiv Moscow;Evgeni;Harlachev;Russia;0;0;Lokomotiv Moscow;;;20;1;1974;;0;0;0;0;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2
Lokomotiv Novgorod1;Andrei Satsunkevic Lokomotiv Novgorod;Andrei;Satsunkevic;Bielorussia;0;0;Lokomotiv Novgorod;;;18;3;1966;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lokomotiv Sofia1;Georgi Borisov Lokomotiv Sofia;Georgi;Borisov;Bulgaria;0;0;Lokomotiv Sofia;;;1;0;1970;30;0;0;0;0;0;0;2;1;1;2;142;0;114;0;9;8;12;9;11;13;8;11;13;12;7;11;6;0;11;12;8;9;8;13;0;5;15;0;0;0;0;0;0;2;0;0;2
Lokomotiv Sofia2;Ivo Slavchev Lokomotiv Sofia;Ivo;Slavchev;Bulgaria;0;0;Lokomotiv Sofia;;;1;6;1977;31;0;0;0;0;2;1;0;1;2;0;139;0;119;0;11;8;14;12;11;9;11;12;15;10;9;10;11;0;13;15;11;14;9;9;0;9;15;0;0;0;0;2;0;0;0;2;0
Lokomotiv Sofia3;Antoni Zdravkov Lokomotiv Sofia;Antoni;Zdravkov;Bulgaria;0;0;Lokomotiv Sofia;;;1;5;1971;29;0;1;2;2;2;0;0;2;1;0;137;0;127;0;12;8;14;16;11;12;14;10;13;10;8;7;15;0;10;10;11;11;10;12;0;12;14;0;0;2;2;2;0;0;2;0;0
Lommel1;Hakan Bayraktar Lommel;Hakan;Bayraktar;Belgium;0;0;Lommel;06-01-1900;05-01-1900;9;8;1976;20;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;12;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lommel10;Rob Nuyts Lommel;Rob;Nuyts;Belgium;0;0;Lommel;06-01-1900;;26;10;1977;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lommel11;Bart Peeters Lommel;Bart;Peeters;Belgium;0;0;Lommel;01-01-1900;05-01-1900;4;3;1974;23;2;0;0;0;0;0;0;0;0;0;81;97;3;9;0;17;17;1;4;10;7;7;5;17;14;2;17;14;0;13;11;15;6;3;17;3;2;2;0;0;0;0;0;0;0;0;0
Lommel12;Didier Segers Lommel;Didier;Segers;Belgium;0;0;Lommel;06-01-1900;;21;2;1965;32;0;0;2;0;2;0;0;0;2;0;116;118;46;19;11;4;14;3;17;14;15;6;4;10;6;10;3;6;0;16;1;2;6;15;10;9;19;0;0;2;0;2;0;0;0;2;0
Lommel13; Van Kessel Lommel;;Van Kessel;Belgium;0;0;Lommel;;;1;1;#VALUE!;;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lommel14;Harm Vanveldhoven Lommel;Harm;Vanveldhoven;Belgium;0;0;Lommel;04-01-1900;06-01-1900;28;9;1962;34;0;0;2;0;2;0;0;0;0;2;123;123;66;17;19;6;7;16;11;15;19;11;7;14;14;8;9;19;0;16;5;13;5;10;15;15;4;0;0;2;0;2;0;0;0;0;2
Lommel15;Karim Zouaoui Lommel;Karim;Zouaoui;France;0;0;Lommel;06-01-1900;;12;11;1971;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lommel16;Robert Eshun Lommel;Robert;Eshun;Ghana;0;0;Lommel;06-01-1900;;19;12;1974;22;0;0;0;0;0;0;2;0;0;2;91;97;17;12;15;4;11;2;11;6;17;16;9;8;15;5;3;0;0;4;16;15;13;7;6;14;1;0;0;0;0;0;0;2;0;0;2
Lommel17;Abderrazak Salmy Lommel;Abderrazak;Salmy;Morocco;0;0;Lommel;06-01-1900;;4;11;1972;24;0;0;0;0;2;0;0;2;0;0;69;87;12;4;5;15;2;6;9;1;11;9;4;11;13;4;5;10;0;5;15;6;2;1;11;12;5;0;0;0;0;2;0;0;2;0;0
Lommel18;Rene Klomp Lommel;Rene;Klomp;Netherlands;0;0;Lommel;05-01-1900;05-01-1900;16;8;1974;22;0;0;0;0;2;0;0;0;0;2;34;41;1;2;8;7;13;5;9;0;7;4;2;1;11;3;12;4;17;5;12;6;2;9;13;11;6;0;0;0;0;2;0;0;0;0;2
Lommel19;Miroslaw Waligora Lommel;Miroslaw;Waligora;Poland;0;0;Lommel;03-01-1900;05-01-1900;4;2;1970;27;0;0;0;0;0;0;2;2;0;0;118;124;53;7;12;6;11;4;7;12;19;15;3;12;18;5;8;12;13;20;20;10;14;9;19;14;6;0;0;0;0;0;0;2;2;0;0
Lommel2;Gert Cannaerts Lommel;Gert;Cannaerts;Belgium;0;0;Lommel;08-01-1900;05-01-1900;5;7;1963;34;0;0;2;2;2;0;0;2;0;0;123;123;77;11;17;14;15;9;19;8;15;20;17;16;10;6;3;13;17;8;13;10;15;4;12;11;6;0;0;2;2;2;0;0;2;0;0
Lommel20;Eddy Bembuanakeve Lommel;Eddy;Bembuanakeve;Republic of Congo;0;0;Lommel;06-01-1900;;1;1;#VALUE!;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lommel3;Benny Lunenburg Lommel;Benny;Lunenburg;Belgium;0;0;Lommel;07-01-1900;05-01-1900;20;1;1975;22;0;0;0;0;2;0;0;0;0;2;91;113;26;6;17;3;8;4;3;7;0;15;5;2;3;15;6;14;0;14;17;9;0;10;7;13;14;0;0;0;0;2;0;0;0;0;2
Lommel4;Frank Machiels Lommel;Frank;Machiels;Belgium;0;0;Lommel;03-01-1900;05-01-1900;16;6;1970;27;0;0;2;0;0;0;0;0;0;2;88;97;40;3;13;17;13;8;7;0;6;15;16;1;1;14;17;6;0;5;6;8;14;11;8;7;4;0;0;2;0;0;0;0;0;0;2
Lommel5;Jacky Matthyssen Lommel;Jacky;Matthyssen;Belgium;0;0;Lommel;02-01-1900;05-01-1900;20;7;1963;33;2;0;0;0;0;0;0;0;0;0;122;122;81;13;3;9;10;3;11;16;9;13;6;14;12;13;6;17;6;13;18;7;15;8;15;5;8;2;0;0;0;0;0;0;0;0;0
Lommel6;Wim Mennes Lommel;Wim;Mennes;Belgium;0;0;Lommel;04-01-1900;05-01-1900;25;1;1977;20;0;0;0;0;2;0;0;0;0;2;8;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Lommel7;Daniel Nassen Lommel;Daniel;Nassen;Belgium;0;0;Lommel;06-01-1900;;21;11;1966;30;0;0;2;0;0;0;0;0;0;2;119;119;41;13;20;13;6;1;11;1;1;1;10;13;18;12;5;9;0;10;16;6;5;11;15;4;17;0;0;2;0;0;0;0;0;0;2
Lommel8;Patrick Nijs Lommel;Patrick;Nijs;Belgium;0;0;Lommel;06-01-1900;;25;1;1969;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lommel9;Michel Noben Lommel;Michel;Noben;Belgium;0;0;Lommel;07-01-1900;05-01-1900;4;5;1970;27;0;0;2;2;2;0;0;0;0;2;82;99;21;7;11;13;0;5;9;7;2;3;9;1;10;13;1;17;14;5;3;11;17;13;10;7;15;0;0;2;2;2;0;0;0;0;2
Lorient1;Bernard Bouger Lorient;Bernard;Bouger;France;0;0;Lorient;;;9;1;1970;;0;0;0;0;0;0;2;0;0;2;136;142;109;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lorient10;Pierrick Le Bert Lorient;Pierrick;Le Bert;France;0;0;Lorient;;;30;3;1970;;0;0;0;2;2;0;0;0;2;0;120;125;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0
Lorient11;Christophe Le Grix Lorient;Christophe;Le Grix;France;0;0;Lorient;06-01-1900;;27;8;1973;;0;0;0;0;2;0;0;2;0;2;111;122;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2
Lorient12;Arnaud Le Lan Lorient;Arnaud;Le Lan;France;0;0;Lorient;07-01-1900;;22;3;1978;;0;0;2;0;0;0;0;2;0;0;72;101;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Lorient13;Robert Malm Lorient;Robert;Malm;France;0;0;Lorient;06-01-1900;;21;8;1973;;0;0;0;0;0;0;2;0;2;2;113;119;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
Lorient14;Jean-Louis Montero Lorient;Jean-Louis;Montero;France;0;0;Lorient;06-01-1900;;28;4;1971;;0;2;2;0;0;0;0;0;2;2;105;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;2
Lorient15;Olivier Moullac Lorient;Olivier;Moullac;France;0;0;Lorient;;;17;2;1973;;2;0;0;0;0;0;0;0;0;0;108;112;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lorient16;Sylvain Ripoll Lorient;Sylvain;Ripoll;France;0;0;Lorient;;;15;8;1971;;0;0;2;0;0;0;0;2;0;0;129;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Lorient17;Philippe Schuth Lorient;Philippe;Schuth;France;0;0;Lorient;;;5;12;1966;;2;0;0;0;0;0;0;0;0;0;105;115;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lorient18;JÇrÇmy SÇgura Lorient;JÇrÇmy;SÇgura;France;0;0;Lorient;07-01-1900;;14;4;1978;;0;0;0;0;0;0;2;0;1;2;75;109;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lorient19;Cyril Watier Lorient;Cyril;Watier;France;0;0;Lorient;;;25;6;1972;;0;0;0;0;0;0;2;0;0;2;121;125;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lorient2;Laurent Bourmaud Lorient;Laurent;Bourmaud;France;0;0;Lorient;;;31;5;1975;;0;0;0;2;2;0;0;0;0;2;106;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2
Lorient20;Placide-Florentin Nyangala Lorient;Placide-Florentin;Nyangala;Gabon;0;0;Lorient;;;30;12;1967;;0;0;2;0;0;0;0;0;0;2;110;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lorient21;Eben Dugbarthey Lorient;Eben;Dugbarthey;Ghana;0;0;Lorient;;;31;7;1973;;0;0;2;0;0;0;0;0;0;2;90;108;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lorient22;Djima Oyawole Lorient;Djima;Oyawole;Republic of Congo;0;0;Lorient;06-01-1900;06-01-1900;18;10;1976;21;0;0;0;0;0;0;2;0;2;2;117;131;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
Lorient23;BÅlent Uncuncu Lorient;BÅlent;Uncuncu;Turkey;0;0;Lorient;;;13;8;1974;;0;0;0;0;0;0;2;0;0;2;115;126;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lorient3;Nicolas Cloarec Lorient;Nicolas;Cloarec;France;0;0;Lorient;07-01-1900;;24;7;1977;;0;0;0;0;2;0;0;2;0;2;105;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2
Lorient4;David-Alexandre Di Canot Lorient;David-Alexandre;Di Canot;France;0;0;Lorient;06-01-1900;;23;9;1973;;0;2;2;0;0;0;0;0;0;2;118;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Lorient5;Loãc Falquero Lorient;Loãc;Falquero;France;0;0;Lorient;;;9;11;1971;;0;0;2;2;0;0;0;0;2;0;114;121;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0
Lorient6;David Grossmann Lorient;David;Grossmann;France;0;0;Lorient;;;28;8;1972;;0;0;2;0;0;0;0;2;0;2;112;118;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2
Lorient7;HervÇ GuÇgan Lorient;HervÇ;GuÇgan;France;0;0;Lorient;;;26;6;1963;;0;0;0;2;2;0;0;2;0;2;101;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;2
Lorient8;Mounir Karaa Lorient;Mounir;Karaa;France;0;0;Lorient;06-01-1900;06-01-1900;16;1;1974;;0;0;2;0;0;0;0;0;2;2;111;124;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2
Lorient9;Gilles Kerihuel Lorient;Gilles;Kerihuel;France;0;0;Lorient;;;12;3;1969;;0;0;2;0;0;0;0;0;0;2;116;124;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Los Angeles1;Jorge Campos Los Angeles;Jorge;Campos;Mexico;0;0;Los Angeles;;;15;10;1966;;2;0;0;0;0;0;0;0;0;0;171;171;175;14;5;10;4;12;14;10;5;13;14;11;12;9;4;17;13;12;6;1;16;11;7;8;12;2;0;0;0;0;0;0;0;0;0
Louhans-Cuiseaux1;Mauro Piutti Louhans-Cuiseaux;Mauro;Piutti;Croatia;0;0;Louhans-Cuiseaux;;;26;10;1971;;0;0;0;0;2;2;0;0;2;2;117;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2
Louhans-Cuiseaux10;Renaud De Cicco Louhans-Cuiseaux;Renaud;De Cicco;France;0;0;Louhans-Cuiseaux;;;1;1;#VALUE!;20;2;0;0;0;0;0;0;0;0;0;100;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Louhans-Cuiseaux11;Jocelyn Ducloux Louhans-Cuiseaux;Jocelyn;Ducloux;France;0;0;Louhans-Cuiseaux;;;29;6;1974;;0;0;0;0;2;0;0;0;2;2;114;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2
Louhans-Cuiseaux12;êric Dufournet Louhans-Cuiseaux;êric;Dufournet;France;0;0;Louhans-Cuiseaux;;;2;5;1969;;0;0;2;2;0;0;0;0;2;0;108;115;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0
Louhans-Cuiseaux13;Vincent Dyduch Louhans-Cuiseaux;Vincent;Dyduch;France;0;0;Louhans-Cuiseaux;08-01-1900;;9;3;1974;;0;0;2;0;0;0;0;0;2;2;86;103;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2
Louhans-Cuiseaux14;Emmanuel Gas Louhans-Cuiseaux;Emmanuel;Gas;France;0;0;Louhans-Cuiseaux;;;11;9;1970;;0;0;2;0;0;0;0;0;2;0;107;115;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Louhans-Cuiseaux15;Laurent Hochart Louhans-Cuiseaux;Laurent;Hochart;France;0;0;Louhans-Cuiseaux;;;3;12;1966;;0;0;0;0;0;0;2;0;0;2;115;118;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Louhans-Cuiseaux16;Jean-Jacques HouzÇ Louhans-Cuiseaux;Jean-Jacques;HouzÇ;France;0;0;Louhans-Cuiseaux;;;8;5;1971;;0;0;0;0;2;0;0;0;2;0;118;129;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Louhans-Cuiseaux17;Jean-Louis Lima Louhans-Cuiseaux;Jean-Louis;Lima;France;0;0;Louhans-Cuiseaux;07-01-1900;;26;8;1967;;0;0;0;0;0;0;2;0;0;2;135;144;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Louhans-Cuiseaux18;Arnaud Margueritte Louhans-Cuiseaux;Arnaud;Margueritte;France;0;0;Louhans-Cuiseaux;;;7;3;1973;;2;0;0;0;0;0;0;0;0;0;113;119;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Louhans-Cuiseaux19;Nicolas Mermet Louhans-Cuiseaux;Nicolas;Mermet;France;0;0;Louhans-Cuiseaux;06-01-1900;06-01-1900;28;4;1970;;0;0;0;2;2;0;0;0;0;2;125;133;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2
Louhans-Cuiseaux2;êric Assadourian Louhans-Cuiseaux;êric;Assadourian;Armenia;0;0;Louhans-Cuiseaux;;;24;6;1966;;0;0;0;0;0;0;2;0;0;2;100;110;115;0;0;0;0;9;0;0;0;0;0;0;0;19;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Louhans-Cuiseaux20;Didier OtokorÇ Louhans-Cuiseaux;Didier;OtokorÇ;Ivory Coast;0;0;Louhans-Cuiseaux;;;26;3;1969;;0;0;0;0;0;0;2;0;0;2;122;140;123;0;0;15;0;0;0;0;0;14;0;0;0;0;0;0;16;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Louhans-Cuiseaux21;Abasse Ba Louhans-Cuiseaux;Abasse;Ba;Senegal;0;0;Louhans-Cuiseaux;07-01-1900;;12;7;1976;;0;0;2;0;0;0;0;2;0;0;100;124;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Louhans-Cuiseaux3;JÇrÇmy Bayle Louhans-Cuiseaux;JÇrÇmy;Bayle;France;0;0;Louhans-Cuiseaux;;;20;11;1973;;0;0;2;2;2;0;0;2;0;2;111;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2;0;2
Louhans-Cuiseaux4;Christophe Borbiconi Louhans-Cuiseaux;Christophe;Borbiconi;France;0;0;Louhans-Cuiseaux;;06-01-1900;26;2;1973;;0;0;2;2;2;0;0;0;2;0;132;143;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;2;0
Louhans-Cuiseaux5;CÇdric Chagot Louhans-Cuiseaux;CÇdric;Chagot;France;0;0;Louhans-Cuiseaux;;;1;1;#VALUE!;24;0;0;2;0;0;0;0;1;1;1;102;108;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Louhans-Cuiseaux6;Loãc Chaveriat Louhans-Cuiseaux;Loãc;Chaveriat;France;0;0;Louhans-Cuiseaux;;;5;2;1977;;0;0;0;0;0;0;2;0;2;0;108;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0
Louhans-Cuiseaux7;Franck Chow Yen Louhans-Cuiseaux;Franck;Chow Yen;France;0;0;Louhans-Cuiseaux;;;19;10;1973;;0;0;0;0;2;2;0;0;0;2;114;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2
Louhans-Cuiseaux8;Julien Converso Louhans-Cuiseaux;Julien;Converso;France;0;0;Louhans-Cuiseaux;;;22;5;1975;;0;0;0;2;2;0;0;0;0;2;115;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2
Louhans-Cuiseaux9;Arnaud Cramette Louhans-Cuiseaux;Arnaud;Cramette;France;0;0;Louhans-Cuiseaux;;;1;1;#VALUE!;19;2;0;0;0;0;0;0;0;0;0;95;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lourinhanense1;Francisco Viveros Lourinhanense;Francisco;Viveros;Chile;0;0;Lourinhanense;;;1;1;#VALUE!;17;0;0;0;0;0;0;2;0;0;2;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lourinhanense2;Pedro Torr?o Lourinhanense;Pedro;Torr?o;Portugal;0;0;Lourinhanense;07-01-1900;;12;3;1977;;0;0;2;0;0;0;0;0;0;2;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
L?v-Ham1;Christian Devik L?v-Ham;Christian;Devik;Norway;0;0;L?v-Ham;;;2;5;1969;;2;0;0;0;0;0;0;0;0;0;59;104;0;10;4;6;14;8;9;7;10;9;10;5;8;3;4;10;0;3;9;5;9;8;8;3;6;2;0;0;0;0;0;0;0;0;0
L?v-Ham2;Christian Kalsaa L?v-Ham;Christian;Kalsaa;Norway;0;0;L?v-Ham;;;2;7;1970;;0;0;2;0;0;0;0;0;2;0;55;104;0;8;4;4;11;12;8;5;6;4;6;11;8;7;9;7;6;6;6;7;8;11;6;14;8;0;0;2;0;0;0;0;0;2;0
